"OrganizationIdentifier.x","ActivityIdentifier","ActivityStartDate","ActivityStartTime.Time","MonitoringLocationIdentifier","CharacteristicName","ResultMeasureValue.x","ResultMeasure.MeasureUnitCode.x","MeasureQualifierCode.x","ResultDetectionConditionText","ResultValueTypeName","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","ResultMeasureValue.y","ResultMeasure.MeasureUnitCode.y","MeasureQualifierCode.y","ResultSampleFractionText","strd","detect","quant","qual","set_det_limit","set_half_det_limit","set_0","half_crit","set_det_limit_excur","set_half_det_limit_excur","set_0_excur","half_crit_excur"
"USGS-OR","nwisor.01.00802246",2008-08-06,"08:58:00","USGS-453115122542701","Lead","0.031","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",112,"mg/l CaCO3",NA,"Dissolved",3.67535256147534,"","Est","Est","0.031","0.031","0.031","0.031",0,0,0,0
"USGS-OR","nwisor.01.00802265",2008-06-11,"11:21:00","USGS-453004122510301","Lead","0.034","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",89,"mg/l CaCO3",NA,"Dissolved",2.74295031570523,"","Est","Est","0.034","0.034","0.034","0.034",0,0,0,0
"USGS-OR","nwisor.01.00802269",2008-08-06,"11:24:00","USGS-453004122510301","Lead","0.026","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",106,"mg/l CaCO3",NA,"Dissolved",3.42656385260323,"","Est","Est","0.026","0.026","0.026","0.026",0,0,0,0
"USGS-OR","nwisor.01.00802337",2008-05-06,"08:48:00","USGS-452109122531101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",20,"mg/l CaCO3",NA,"Dissolved",0.410067780044371,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802341",2008-06-03,"09:15:00","USGS-452109122531101","Lead","0.027","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",21,"mg/l CaCO3",NA,"Dissolved",0.436344619224488,"","Est","Est","0.027","0.027","0.027","0.027",0,0,0,0
"USGS-OR","nwisor.01.00802350",2008-08-05,"09:23:00","USGS-452109122531101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",31,"mg/l CaCO3",NA,"Dissolved",0.716387334235309,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802355",2008-09-09,"09:02:00","USGS-452109122531101","Lead","0.028","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",33,"mg/l CaCO3",NA,"Dissolved",0.775733788080823,"","Est","Est","0.028","0.028","0.028","0.028",0,0,0,0
"USGS-OR","nwisor.01.00900912",2008-10-07,"09:45:00","USGS-453229123101101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",48,"mg/l CaCO3",NA,"Dissolved",1.24986917631083,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00900945",2008-11-11,"11:12:00","USGS-453030122560101","Lead","0.036","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",61,"mg/l CaCO3",NA,"Dissolved",1.69577935071652,"","Est","Est","0.036","0.036","0.036","0.036",0,0,0,0
"USGS-OR","nwisor.01.00900948",2008-10-01,"08:55:00","USGS-453115122542701","Lead","0.035","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",96,"mg/l CaCO3",NA,"Dissolved",3.02047845527893,"","Est","Est","0.035","0.035","0.035","0.035",0,0,0,0
"USGS-OR","nwisor.01.00900950",2008-11-05,"08:58:00","USGS-453115122542701","Lead","0.080","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",36,"mg/l CaCO3",NA,"Dissolved",0.866597728064584,"","Est","Est","0.080","0.080","0.080","0.080",0,0,0,0
"USGS-OR","nwisor.01.01201554",2012-07-10,"08:18:00","USGS-14206690","Lead","0.062","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",52,"mg/l CaCO3",NA,"Dissolved",1.3839382702139,"","Est","Est","0.062","0.062","0.062","0.062",0,0,0,0
"USGS-OR","nwisor.01.01201586",2012-07-11,"09:51:00","USGS-14206950","Lead","0.030","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",100,"mg/l CaCO3",NA,"Dissolved",3.18159182918921,"","Est","Est","0.030","0.030","0.030","0.030",0,0,0,0
"USGS-OR","nwisor.01.01201595",2012-07-19,"10:44:00","USGS-453004122510301","Lead","0.034","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",94,"mg/l CaCO3",NA,"Dissolved",2.94060181043474,"","Est","Est","0.034","0.034","0.034","0.034",0,0,0,0
"USGS-OR","nwisor.01.01300523",2012-10-03,"11:12:00","USGS-14206950","Lead","0.023","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",121,"mg/l CaCO3",NA,"Dissolved",4.0553677118141,"","Est","Est","0.023","0.023","0.023","0.023",0,0,0,0
"USGS-OR","nwisor.01.01300544",2012-10-08,"10:54:00","USGS-453004122510301","Lead","0.030","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",94,"mg/l CaCO3",NA,"Dissolved",2.94060181043474,"","Est","Est","0.030","0.030","0.030","0.030",0,0,0,0
"USGS-OR","nwisor.01.01201237",2012-03-05,"09:24:00","USGS-14204660","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",29,"mg/l CaCO3",NA,"Dissolved",0.658077608589536,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01201238",2012-03-05,"09:46:00","USGS-14204800","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",30,"mg/l CaCO3",NA,"Dissolved",0.687099796481718,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01201245",2012-03-05,"10:12:00","USGS-14207050","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",32,"mg/l CaCO3",NA,"Dissolved",0.745933969272114,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01201251",2012-03-06,"10:34:00","USGS-453229123101101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",26,"mg/l CaCO3",NA,"Dissolved",0.572671453038902,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01201296",2012-04-10,"08:41:00","USGS-452637123142501","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",24,"mg/l CaCO3",NA,"Dissolved",0.517193875414567,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01201299",2012-04-10,"11:39:00","USGS-14206241","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",30,"mg/l CaCO3",NA,"Dissolved",0.687099796481718,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01201300",2012-04-10,"10:58:00","USGS-14206440","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",28,"mg/l CaCO3",NA,"Dissolved",0.629327393963731,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01201301",2012-04-10,"08:12:00","USGS-14206690","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",31,"mg/l CaCO3",NA,"Dissolved",0.716387334235309,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01201302",2012-04-10,"11:19:00","USGS-14206740","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",31,"mg/l CaCO3",NA,"Dissolved",0.716387334235309,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01201303",2012-04-10,"09:16:00","USGS-14206960","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",31,"mg/l CaCO3",NA,"Dissolved",0.716387334235309,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001624",2010-01-04,"11:16:00","USGS-14206440","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",23,"mg/l CaCO3",NA,"Dissolved",0.489918678878916,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001630",2010-04-05,"10:23:00","USGS-14206440","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",26,"mg/l CaCO3",NA,"Dissolved",0.572671453038902,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001636",2010-06-01,"11:41:00","USGS-14206440","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",38,"mg/l CaCO3",NA,"Dissolved",0.928344098925167,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001645",2010-08-02,"11:09:00","USGS-14206440","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",41,"mg/l CaCO3",NA,"Dissolved",1.02262948939789,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001683",2010-01-04,"10:12:00","USGS-14204800","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",23,"mg/l CaCO3",NA,"Dissolved",0.489918678878916,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001685",2010-02-01,"10:37:00","USGS-14204800","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",31,"mg/l CaCO3",NA,"Dissolved",0.716387334235309,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001689",2010-04-05,"09:32:00","USGS-14204800","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",26,"mg/l CaCO3",NA,"Dissolved",0.572671453038902,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001709",2010-09-07,"09:58:00","USGS-14204800","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",32,"mg/l CaCO3",NA,"Dissolved",0.745933969272114,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001713",2010-01-19,"09:49:00","USGS-14204660","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",24,"mg/l CaCO3",NA,"Dissolved",0.517193875414567,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001717",2010-05-03,"09:38:00","USGS-14204660","Lead","0.020","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",35,"mg/l CaCO3",NA,"Dissolved",0.836070852475278,"","Est","Est","0.020","0.020","0.020","0.020",0,0,0,0
"USGS-OR","nwisor.01.01001729",2010-02-01,"09:40:00","USGS-14203500","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",28,"mg/l CaCO3",NA,"Dissolved",0.629327393963731,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001787",2010-03-01,"08:53:00","USGS-452637123142501","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",23,"mg/l CaCO3",NA,"Dissolved",0.489918678878916,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001791",2010-05-03,"08:36:00","USGS-452637123142501","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",25,"mg/l CaCO3",NA,"Dissolved",0.544781177051544,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001877",2010-04-06,"08:51:00","USGS-453026123063401","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",27,"mg/l CaCO3",NA,"Dissolved",0.600856182807355,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00900955",2008-11-05,"11:38:00","USGS-453004122510301","Lead","0.069","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",40,"mg/l CaCO3",NA,"Dissolved",0.990984431253831,"","Est","Est","0.069","0.069","0.069","0.069",0,0,0,0
"USGS-OR","nwisor.01.00900975",2008-12-09,"08:41:00","USGS-452109122531101","Lead","0.023","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",27,"mg/l CaCO3",NA,"Dissolved",0.600856182807355,"","Est","Est","0.023","0.023","0.023","0.023",0,0,0,0
"USGS-OR","nwisor.01.00802102",2008-01-08,"10:38:00","USGS-453229123101101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",24,"mg/l CaCO3",NA,"Dissolved",0.517193875414567,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802114",2008-06-03,"09:46:00","USGS-453229123101101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",43,"mg/l CaCO3",NA,"Dissolved",1.08655022632219,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802141",2008-07-09,"09:59:00","USGS-453158123001701","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",65,"mg/l CaCO3",NA,"Dissolved",1.83858268438507,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802150",2008-09-10,"09:56:00","USGS-453158123001701","Lead","0.021","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",58,"mg/l CaCO3",NA,"Dissolved",1.59033383358824,"","Est","Est","0.021","0.021","0.021","0.021",0,0,0,0
"USGS-OR","nwisor.01.00802197",2008-01-08,"11:53:00","USGS-453030122560101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",40,"mg/l CaCO3",NA,"Dissolved",0.990984431253831,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802199",2008-02-05,"11:49:00","USGS-453030122560101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",49,"mg/l CaCO3",NA,"Dissolved",1.28311054016575,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802203",2008-04-08,"11:40:00","USGS-453030122560101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",75,"mg/l CaCO3",NA,"Dissolved",2.20595907400674,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802232",2008-01-17,"10:03:00","USGS-453115122542701","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",70,"mg/l CaCO3",NA,"Dissolved",2.02047865876824,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802242",2008-06-11,"09:09:00","USGS-453115122542701","Lead","0.029","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",98,"mg/l CaCO3",NA,"Dissolved",3.10081072144796,"","Est","Est","0.029","0.029","0.029","0.029",0,0,0,0
"USGS-OR","nwisor.01.00802244",2008-07-09,"09:04:00","USGS-453115122542701","Lead","0.041","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",107,"mg/l CaCO3",NA,"Dissolved",3.46776781598849,"","Est","Est","0.041","0.041","0.041","0.041",0,0,0,0
"USGS-OR","nwisor.01.00802263",2008-05-14,"10:31:00","USGS-453004122510301","Lead","0.078","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",98,"mg/l CaCO3",NA,"Dissolved",3.10081072144796,"","Est","Est","0.078","0.078","0.078","0.078",0,0,0,0
"USGS-OR","nwisor.01.00802331",2008-02-05,"09:06:00","USGS-452109122531101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",11,"mg/l CaCO3",NA,"Dissolved",0.191574345657163,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01201310",2012-04-12,"09:56:00","USGS-453229123101101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",32,"mg/l CaCO3",NA,"Dissolved",0.745933969272114,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01201324",2012-04-17,"09:43:00","USGS-14206435","Lead","0.031","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",64,"mg/l CaCO3",NA,"Dissolved",1.80265065012436,"","Est","Est","0.031","0.031","0.031","0.031",0,0,0,0
"USGS-OR","nwisor.01.01201550",2012-07-10,"09:11:00","USGS-14204660","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",30,"mg/l CaCO3",NA,"Dissolved",0.687099796481718,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01201556",2012-07-10,"09:16:00","USGS-14206960","Lead","0.047","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",64,"mg/l CaCO3",NA,"Dissolved",1.80265065012436,"","Est","Est","0.047","0.047","0.047","0.047",0,0,0,0
"USGS-OR","nwisor.01.01201557",2012-07-10,"09:51:00","USGS-14207050","Lead","0.072","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",63,"mg/l CaCO3",NA,"Dissolved",1.76687156737283,"","Est","Est","0.072","0.072","0.072","0.072",0,0,0,0
"USGS-OR","nwisor.01.01201559",2012-07-10,"10:41:00","USGS-14207600","Lead","0.057","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",61,"mg/l CaCO3",NA,"Dissolved",1.69577935071652,"","Est","Est","0.057","0.057","0.057","0.057",0,0,0,0
"USGS-OR","nwisor.01.01201578",2012-07-11,"08:56:00","USGS-453026123063401","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",51,"mg/l CaCO3",NA,"Dissolved",1.35014774939498,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01201582",2012-07-11,"10:08:00","USGS-453229123101101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",46,"mg/l CaCO3",NA,"Dissolved",1.18395496299884,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01300522",2012-10-03,"09:01:00","USGS-14206750","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",75,"mg/l CaCO3",NA,"Dissolved",2.20595907400674,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01300517",2012-10-03,"09:46:00","USGS-14203000","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",26,"mg/l CaCO3",NA,"Dissolved",0.572671453038902,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01300518",2012-10-03,"11:11:00","USGS-453158123001701","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",58,"mg/l CaCO3",NA,"Dissolved",1.59033383358824,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01300520",2012-10-03,"10:51:00","USGS-14205850","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",43,"mg/l CaCO3",NA,"Dissolved",1.08655022632219,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01300521",2012-10-03,"11:38:00","USGS-453030122560101","Lead","0.020","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",127,"mg/l CaCO3",NA,"Dissolved",4.31307092095038,"","Est","Est","0.020","0.020","0.020","0.020",0,0,0,0
"USGS-OR","nwisor.01.01300616",2012-11-27,"10:20:00","USGS-14204660","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",26,"mg/l CaCO3",NA,"Dissolved",0.572671453038902,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001879",2010-05-04,"09:25:00","USGS-453026123063401","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",38,"mg/l CaCO3",NA,"Dissolved",0.928344098925167,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001883",2010-06-02,"09:01:00","USGS-453026123063401","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",42,"mg/l CaCO3",NA,"Dissolved",1.05448597855228,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001910",2010-02-02,"10:16:00","USGS-453229123101101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",30,"mg/l CaCO3",NA,"Dissolved",0.687099796481718,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001916",2010-05-04,"10:44:00","USGS-453229123101101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",33,"mg/l CaCO3",NA,"Dissolved",0.775733788080823,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001920",2010-06-02,"10:20:00","USGS-453229123101101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",46,"mg/l CaCO3",NA,"Dissolved",1.18395496299884,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001937",2010-05-04,"08:10:00","USGS-14206670","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",22,"mg/l CaCO3",NA,"Dissolved",0.462965400386606,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001978",2010-08-03,"08:24:00","USGS-14206200","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",48,"mg/l CaCO3",NA,"Dissolved",1.24986917631083,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001992",2010-04-06,"10:37:00","USGS-14205850","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",21,"mg/l CaCO3",NA,"Dissolved",0.436344619224488,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01001997",2010-06-02,"10:59:00","USGS-14205850","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",28,"mg/l CaCO3",NA,"Dissolved",0.629327393963731,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01002021",2010-05-04,"11:38:00","USGS-453158123001701","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",38,"mg/l CaCO3",NA,"Dissolved",0.928344098925167,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01002039",2010-09-08,"10:31:00","USGS-453158123001701","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",60,"mg/l CaCO3",NA,"Dissolved",1.66046988855691,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01002044",2010-02-02,"11:46:00","USGS-453030122560101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",61,"mg/l CaCO3",NA,"Dissolved",1.69577935071652,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.01002054",2010-06-02,"11:45:00","USGS-453030122560101","Lead","0.037","ug/l","","","Estimated","below the reporting level but at or above the detection level","Lower Reporting Limit",0.02,"ug/l",102,"mg/l CaCO3",NA,"Dissolved",3.26281523361347,"","Est","Est","0.037","0.037","0.037","0.037",0,0,0,0
"USGS-OR","nwisor.01.00802346",2008-07-08,"08:14:00","USGS-452109122531101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",32,"mg/l CaCO3",NA,"Dissolved",0.745933969272114,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00900916",2008-11-04,"09:51:00","USGS-453229123101101","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",48,"mg/l CaCO3",NA,"Dissolved",1.24986917631083,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802457",2008-03-03,"10:26:00","USGS-14204660","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",26,"mg/l CaCO3",NA,"Dissolved",0.572671453038902,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802458",2008-04-21,"10:57:00","USGS-14204660","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",32,"mg/l CaCO3",NA,"Dissolved",0.745933969272114,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802459",2008-05-05,"10:31:00","USGS-14204660","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",32,"mg/l CaCO3",NA,"Dissolved",0.745933969272114,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802460",2008-06-02,"09:32:00","USGS-14204660","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",40,"mg/l CaCO3",NA,"Dissolved",0.990984431253831,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802461",2008-07-07,"09:23:00","USGS-14204660","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",32,"mg/l CaCO3",NA,"Dissolved",0.745933969272114,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802462",2008-08-04,"10:16:00","USGS-14204660","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",28,"mg/l CaCO3",NA,"Dissolved",0.629327393963731,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00802559",2008-04-08,"10:51:00","USGS-14205850","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",24,"mg/l CaCO3",NA,"Dissolved",0.517193875414567,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
"USGS-OR","nwisor.01.00900997",2008-12-08,"09:38:00","USGS-14204660","Lead","","","","Not Detected","Actual","","Lower Reporting Limit",0.02,"ug/l",37,"mg/l CaCO3",NA,"Dissolved",0.897357005013293,"Non Detect","","<","0.02","0.01","0","0.01",0,0,0,0
